    0.2335     1     1     1     1
    1.0000     1     1     1     2
    1.0000     1     1     1     3
    1.0000     1     1     1     4
    1.0000     1     1     1     5
    0.2293     1     1     2     1
    1.0000     1     1     2     2
    1.0000     1     1     2     3
    1.0000     1     1     2     4
    1.0000     1     1     2     5
    0.2432     1     1     3     1
    1.0000     1     1     3     2
    1.0000     1     1     3     3
    1.0000     1     1     3     4
    1.0000     1     1     3     5
    0.2203     1     1     4     1
    1.0000     1     1     4     2
    1.0000     1     1     4     3
    1.0000     1     1     4     4
    1.0000     1     1     4     5
    0.2183     1     1     5     1
    1.0000     1     1     5     2
    1.0000     1     1     5     3
    1.0000     1     1     5     4
    1.0000     1     1     5     5
    0.2000     1     1     6     1
    1.0000     1     1     6     2
    1.0000     1     1     6     3
    1.0000     1     1     6     4
    1.0000     1     1     6     5
    0.2050     1     1     7     1
    1.0000     1     1     7     2
    1.0000     1     1     7     3
    1.0000     1     1     7     4
    1.0000     1     1     7     5
    0.2057     1     1     8     1
    1.0000     1     1     8     2
    1.0000     1     1     8     3
    1.0000     1     1     8     4
    1.0000     1     1     8     5
    0.2183     1     1     9     1
    1.0000     1     1     9     2
    1.0000     1     1     9     3
    1.0000     1     1     9     4
    1.0000     1     1     9     5
    0.2325     1     1    10     1
    1.0000     1     1    10     2
    1.0000     1     1    10     3
    1.0000     1     1    10     4
    1.0000     1     1    10     5
    0.2061     1     1    11     1
    1.0000     1     1    11     2
    1.0000     1     1    11     3
    1.0000     1     1    11     4
    1.0000     1     1    11     5
    0.2047     1     1    12     1
    1.0000     1     1    12     2
    1.0000     1     1    12     3
    1.0000     1     1    12     4
    1.0000     1     1    12     5
    0.2172     1     1    13     1
    1.0000     1     1    13     2
    1.0000     1     1    13     3
    1.0000     1     1    13     4
    1.0000     1     1    13     5
    0.2243     1     1    14     1
    1.0000     1     1    14     2
    1.0000     1     1    14     3
    1.0000     1     1    14     4
    1.0000     1     1    14     5
    0.2173     1     1    15     1
    1.0000     1     1    15     2
    1.0000     1     1    15     3
    1.0000     1     1    15     4
    1.0000     1     1    15     5
    0.2164     1     1    16     1
    1.0000     1     1    16     2
    1.0000     1     1    16     3
    1.0000     1     1    16     4
    1.0000     1     1    16     5
    0.2160     1     1    17     1
    1.0000     1     1    17     2
    1.0000     1     1    17     3
    1.0000     1     1    17     4
    1.0000     1     1    17     5
    0.2222     1     1    18     1
    1.0000     1     1    18     2
    1.0000     1     1    18     3
    1.0000     1     1    18     4
    1.0000     1     1    18     5
    0.2362     1     1    19     1
    1.0000     1     1    19     2
    1.0000     1     1    19     3
    1.0000     1     1    19     4
    1.0000     1     1    19     5
    0.2149     1     1    20     1
    1.0000     1     1    20     2
    1.0000     1     1    20     3
    1.0000     1     1    20     4
    1.0000     1     1    20     5
    0.2133     1     1    21     1
    1.0000     1     1    21     2
    1.0000     1     1    21     3
    1.0000     1     1    21     4
    1.0000     1     1    21     5
    0.2262     1     1    22     1
    1.0000     1     1    22     2
    1.0000     1     1    22     3
    1.0000     1     1    22     4
    1.0000     1     1    22     5
    0.2333     1     1    23     1
    1.0000     1     1    23     2
    1.0000     1     1    23     3
    1.0000     1     1    23     4
    1.0000     1     1    23     5
    0.2480     1     1    24     1
    1.0000     1     1    24     2
    1.0000     1     1    24     3
    1.0000     1     1    24     4
    1.0000     1     1    24     5
    0.2240     1     1    25     1
    1.0000     1     1    25     2
    1.0000     1     1    25     3
    1.0000     1     1    25     4
    1.0000     1     1    25     5
    0.2217     1     1    26     1
    1.0000     1     1    26     2
    1.0000     1     1    26     3
    1.0000     1     1    26     4
    1.0000     1     1    26     5
    0.2278     1     1    27     1
    1.0000     1     1    27     2
    1.0000     1     1    27     3
    1.0000     1     1    27     4
    1.0000     1     1    27     5
    0.2421     1     1    28     1
    1.0000     1     1    28     2
    1.0000     1     1    28     3
    1.0000     1     1    28     4
    1.0000     1     1    28     5
    0.2579     1     1    29     1
    1.0000     1     1    29     2
    1.0000     1     1    29     3
    1.0000     1     1    29     4
    1.0000     1     1    29     5
    0.2315     1     1    30     1
    1.0000     1     1    30     2
    1.0000     1     1    30     3
    1.0000     1     1    30     4
    1.0000     1     1    30     5
    0.2286     1     1    31     1
    1.0000     1     1    31     2
    1.0000     1     1    31     3
    1.0000     1     1    31     4
    1.0000     1     1    31     5
    0.2346     1     1    32     1
    1.0000     1     1    32     2
    1.0000     1     1    32     3
    1.0000     1     1    32     4
    1.0000     1     1    32     5
    0.2494     1     1    33     1
    1.0000     1     1    33     2
    1.0000     1     1    33     3
    1.0000     1     1    33     4
    1.0000     1     1    33     5
    0.2397     1     1    34     1
    1.0000     1     1    34     2
    1.0000     1     1    34     3
    1.0000     1     1    34     4
    1.0000     1     1    34     5
    0.2228     1     1    35     1
    1.0000     1     1    35     2
    1.0000     1     1    35     3
    1.0000     1     1    35     4
    1.0000     1     1    35     5
    0.2279     1     1    36     1
    1.0000     1     1    36     2
    1.0000     1     1    36     3
    1.0000     1     1    36     4
    1.0000     1     1    36     5
    0.2422     1     1    37     1
    1.0000     1     1    37     2
    1.0000     1     1    37     3
    1.0000     1     1    37     4
    1.0000     1     1    37     5
    0.2580     1     1    38     1
    1.0000     1     1    38     2
    1.0000     1     1    38     3
    1.0000     1     1    38     4
    1.0000     1     1    38     5
    0.2316     1     1    39     1
    1.0000     1     1    39     2
    1.0000     1     1    39     3
    1.0000     1     1    39     4
    1.0000     1     1    39     5
    0.2287     1     1    40     1
    1.0000     1     1    40     2
    1.0000     1     1    40     3
    1.0000     1     1    40     4
    1.0000     1     1    40     5
    0.2347     1     1    41     1
    1.0000     1     1    41     2
    1.0000     1     1    41     3
    1.0000     1     1    41     4
    1.0000     1     1    41     5
    0.2494     1     1    42     1
    1.0000     1     1    42     2
    1.0000     1     1    42     3
    1.0000     1     1    42     4
    1.0000     1     1    42     5
    0.2657     1     1    43     1
    1.0000     1     1    43     2
    1.0000     1     1    43     3
    1.0000     1     1    43     4
    1.0000     1     1    43     5
    0.2374     1     1    44     1
    1.0000     1     1    44     2
    1.0000     1     1    44     3
    1.0000     1     1    44     4
    1.0000     1     1    44     5
    0.2268     1     1    45     1
    1.0000     1     1    45     2
    1.0000     1     1    45     3
