   1   0.70    1.0000    1.0000    1.0000    1.0000    1.0000    2.1289    2.1289    2.1289    2.1289    2.1289    0.4494    0.0837    0.0177   -0.2290    0.1138
   2   1.40    1.0000    1.0000    1.0000    1.0000    1.0000    2.1289    2.1289    2.1289    2.1289    2.1289    1.1251    0.1949    0.0918   -0.3975    0.2019
   3   2.10    1.0000    1.0000    1.0000    1.0000    1.0000    2.1289    2.1289    2.1289    2.1289    2.1289    1.6010    0.3284    0.0932   -0.6062    0.2391
   4   2.80    0.8827    1.0000    1.0000    1.0000    1.0000    2.4118    2.1289    2.1289    2.1289    2.1289    2.4118    0.4707    0.1449   -1.2141    0.3140
   5   3.50    0.6640    1.0000    1.0000    1.0000    1.0000    3.2064    2.1289    2.1289    2.1289    2.1289    3.2064    0.4736    0.2490   -1.9295    0.3737
   6   4.20    0.4784    1.0000    1.0000    0.7378    1.0000    4.4502    2.1289    2.1289    2.8857    2.1289    4.4502    0.7132    0.3324   -2.8857    0.3903
   7   4.90    0.3306    1.0000    1.0000    0.5780    1.0000    6.4398    2.1289    2.1289    3.6833    2.1289    6.4398    0.9961    0.5998   -3.6833    0.4050
   8   5.60    0.2692    1.0000    1.0000    0.5273    1.0000    7.9098    2.1289    2.1289    4.0373    2.1289    7.9098    1.2863    0.7420   -4.0373    0.4318
   9   6.30    0.2211    1.0000    1.0000    0.5342    1.0000    9.6295    2.1289    2.1289    3.9852    2.1289    9.6295    1.3857    0.5875   -3.9852    0.6431
  10   7.00    0.2000    1.0000    1.0000    0.6200    1.0000   10.6447    2.1289    2.1289    3.4336    2.1289   10.6447    1.3403    0.2374   -3.4336    0.9379
  11   7.70    0.2131    1.0000    1.0000    0.8507    1.0000    9.9904    2.1289    2.1289    2.5027    2.1289    9.9904    0.8827   -0.1562   -2.5027    1.2409
  12   8.40    0.2436    1.0000    1.0000    1.0000    1.0000    8.7382    2.1289    2.1289    2.1289    2.1289    8.7382    0.4641   -0.4171   -1.2760    1.4014
  13   9.10    0.2765    1.0000    1.0000    1.0000    1.0000    7.6986    2.1289    2.1289    2.1289    2.1289    7.6986    0.1041   -0.5939   -0.0735    1.3748
  14   9.80    0.3317    1.0000    1.0000    1.0000    1.0000    6.4181    2.1289    2.1289    2.1289    2.1289    6.4181    0.0890   -0.7418    0.9804    1.1617
  15  10.50    0.3379    1.0000    1.0000    1.0000    1.0000    6.2999    2.1289    2.1289    2.1289    2.1289    6.2999    0.2454   -1.0606    1.8336    0.8087
  16  11.20    0.2775    1.0000    1.0000    0.8687    1.0000    7.6709    2.1289    2.1289    2.4507    2.1289    7.6709    0.5904   -1.2345    2.4507    0.3858
  17  11.90    0.2677    1.0000    1.0000    0.7381    1.0000    7.9523    2.1289    2.1289    2.8843    2.1289    7.9523    0.7176   -1.1135    2.8843   -0.0541
  18  12.60    0.2956    1.0000    1.0000    0.6972    1.0000    7.2014    2.1289    2.1289    3.0535    2.1289    7.2014    0.8583   -0.7633    3.0535   -0.4892
  19  13.30    0.4502    1.0000    1.0000    0.6819    1.0000    4.7286    2.1289    2.1289    3.1220    2.1289    4.7286    0.5182   -0.1267    3.1220   -0.8388
  20  14.00    0.8620    1.0000    1.0000    0.6792    1.0000    2.4698    2.1289    2.1289    3.1346    2.1289    2.4698   -0.4668    0.2091    3.1346   -1.0673
  21  14.70    1.0000    1.0000    1.0000    0.6727    1.0000    2.1289    2.1289    2.1289    3.1649    2.1289    1.0379   -1.5649    0.0493    3.1649   -1.1683
  22  15.40    1.0000    0.8816    1.0000    0.6563    1.0000    2.1289    2.4148    2.1289    3.2440    2.1289   -1.4143   -2.4148   -0.3575    3.2440   -1.1337
  23  16.10    1.0000    0.6760    1.0000    0.6444    1.0000    2.1289    3.1491    2.1289    3.3035    2.1289   -0.8414   -3.1491   -0.9993    3.3035   -0.9859
  24  16.80    1.0000    0.6350    1.0000    0.6498    1.0000    2.1289    3.3528    2.1289    3.2764    2.1289   -0.7825   -3.3528   -1.5603    3.2764   -0.8054
  25  17.50    1.0000    0.6513    1.0000    0.6932    1.0000    2.1289    3.2689    2.1289    3.0710    2.1289   -0.5234   -3.2689   -2.0652    3.0710   -0.7336
  26  18.20    1.0000    0.7144    0.9144    0.7856    1.0000    2.1289    2.9801    2.3283    2.7098    2.1289   -0.9013   -2.9801   -2.3283    2.7098   -0.7850
  27  18.90    1.0000    0.7736    0.8736    0.9546    1.0000    2.1289    2.7519    2.4371    2.2303    2.1289   -1.1608   -2.7519   -2.4371    2.2303   -0.8985
  28  19.60    1.0000    0.7432    0.9732    1.0000    1.0000    2.1289    2.8645    2.1876    2.1289    2.1289   -1.5454   -2.8645   -2.1876    1.6545   -0.9470
  29  20.30    1.0000    0.6844    1.0000    1.0000    1.0000    2.1289    3.1106    2.1289    2.1289    2.1289   -1.5128   -3.1106   -1.6657    1.0037   -0.8791
  30  21.00    1.0000    0.6946    1.0000    1.0000    1.0000    2.1289    3.0650    2.1289    2.1289    2.1289   -1.1598   -3.0650   -1.1518    0.3065   -0.6459
  31  21.70    1.0000    0.8523    1.0000    1.0000    1.0000    2.1289    2.4978    2.1289    2.1289    2.1289   -0.3412   -2.4978   -0.9232   -0.2698   -0.2138
  32  22.40    1.0000    1.0000    1.0000    1.0000    1.0000    2.1289    2.1289    2.1289    2.1289    2.1289    0.5962   -1.5642   -1.0407   -0.8451    0.2644
  33  23.10    1.0000    1.0000    1.0000    1.0000    1.0000    2.1289    2.1289    2.1289    2.1289    2.1289    1.2887   -0.4922   -1.1453   -1.4102    0.7006
  34  23.80    1.0000    1.0000    1.0000    1.0000    1.0000    2.1289    2.1289    2.1289    2.1289    2.1289    1.5987    0.4844   -1.1316   -1.8267    0.9752
  35  24.50    1.0000    1.0000    1.0000    0.9946    1.0000    2.1289    2.1289    2.1289    2.1405    2.1289    1.3634    0.6243   -0.9499   -2.1405    1.0994
  36  25.20    1.0000    1.0000    1.0000    0.9668    1.0000    2.1289    2.1289    2.1289    2.2020    2.1289    0.8154    0.2612   -0.4830   -2.2020    1.0940
  37  25.90    1.0000    1.0000    1.0000    1.0000    1.0000    2.1289    2.1289    2.1289    2.1289    2.1289   -0.0090   -0.1842   -0.2668   -2.0547    0.8960
  38  26.60    1.0000    1.0000    1.0000    1.0000    1.0000    2.1289    2.1289    2.1289    2.1289    2.1289   -0.9420   -0.6364   -0.0040   -1.7761    0.6706
  39  27.30    1.0000    1.0000    1.0000    1.0000    1.0000    2.1289    2.1289    2.1289    2.1289    2.1289   -1.6660   -0.7037    0.2112   -1.4324    0.5451
  40  28.00    1.0000    1.0000    1.0000    1.0000    1.0000    2.1289    2.1289    2.1289    2.1289    2.1289   -2.1221   -0.2687    0.2072   -1.0361    0.4333
