   1   0.70    1.0000    1.0000    1.0000    1.0000    1.0000    2.1011    2.1011    2.1011    2.1011    2.1011    0.5191    0.1439    0.0486   -0.2010    0.1628
   2   1.40    1.0000    1.0000    1.0000    1.0000    1.0000    2.1011    2.1011    2.1011    2.1011    2.1011    1.1549    0.2281    0.1145   -0.3420    0.2442
   3   2.10    1.0000    1.0000    1.0000    1.0000    1.0000    2.1011    2.1011    2.1011    2.1011    2.1011    1.6126    0.3241    0.0960   -0.5213    0.2371
   4   2.80    0.8536    1.0000    1.0000    1.0000    1.0000    2.4615    2.1011    2.1011    2.1011    2.1011    2.4615    0.4258    0.1318   -1.0763    0.1901
   5   3.50    0.6596    1.0000    1.0000    1.0000    1.0000    3.1855    2.1011    2.1011    2.1011    2.1011    3.1855    0.3731    0.2339   -1.7446    0.1457
   6   4.20    0.4866    1.0000    1.0000    0.7777    1.0000    4.3184    2.1011    2.1011    2.7016    2.1011    4.3184    0.6035    0.2920   -2.7016    0.1239
   7   4.90    0.3380    1.0000    1.0000    0.5905    1.0000    6.2168    2.1011    2.1011    3.5583    2.1011    6.2168    0.8320    0.5790   -3.5583    0.1196
   8   5.60    0.2747    1.0000    1.0000    0.5336    1.0000    7.6487    2.1011    2.1011    3.9378    2.1011    7.6487    1.1170    0.7239   -3.9378    0.1320
   9   6.30    0.2219    1.0000    1.0000    0.5517    1.0000    9.4673    2.1011    2.1011    3.8086    2.1011    9.4673    1.2157    0.5939   -3.8086    0.2616
  10   7.00    0.2000    1.0000    1.0000    0.6983    1.0000   10.5056    2.1011    2.1011    3.0088    2.1011   10.5056    1.1502    0.2540   -3.0088    0.4138
  11   7.70    0.2093    1.0000    1.0000    1.0000    1.0000   10.0393    2.1011    2.1011    2.1011    2.1011   10.0393    0.7905   -0.0774   -1.9390    0.5411
  12   8.40    0.2359    1.0000    1.0000    1.0000    1.0000    8.9085    2.1011    2.1011    2.1011    2.1011    8.9085    0.4152   -0.2449   -0.7524    0.5248
  13   9.10    0.2567    1.0000    1.0000    1.0000    1.0000    8.1849    2.1011    2.1011    2.1011    2.1011    8.1849    0.0207   -0.3263    0.3338    0.3983
  14   9.80    0.3223    1.0000    1.0000    1.0000    1.0000    6.5190    2.1011    2.1011    2.1011    2.1011    6.5190   -0.0727   -0.4567    1.2526    0.2201
  15  10.50    0.3308    1.0000    1.0000    1.0000    1.0000    6.3509    2.1011    2.1011    2.1011    2.1011    6.3509   -0.0082   -0.8289    1.9380   -0.0090
