     0.000       0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
     1.500       9.453025E+00  -4.711395E+00   1.088352E-02   4.700511E+00  -2.408828E-01   4.194638E+00  -7.602045E+00
     3.000       1.544659E+01  -6.256269E+00   1.615025E+00   4.641244E+00  -8.588670E+00   9.007295E+00  -8.723257E+00
     4.500       1.735732E+01  -4.709775E+00   1.121427E+00   3.588348E+00  -1.478827E+01   2.621324E+00  -7.587718E+00
     6.000       1.398482E+01  -8.605457E-01  -1.976651E+00   2.837197E+00  -9.799037E+00   5.703900E+00  -8.647140E+00
     7.500       7.422306E+00   5.515796E+00  -2.595920E+00  -2.919876E+00  -3.829260E+00  -4.201029E+00  -1.261603E+00
     9.000       1.398501E+01   1.184594E+01  -5.821440E+00  -6.024499E+00   6.230087E+00  -5.422243E-01   7.156664E+00
    10.500       1.689790E+01   1.537949E+01  -1.048122E+01  -4.898273E+00   7.463145E+00  -2.770758E+00   6.151461E+00
    12.000       2.231695E+01   2.326164E+00  -1.357094E+01   1.124478E+01   1.368628E+01   1.158938E+01  -6.594000E+00
    13.500       3.393191E+01  -1.052261E+01  -8.616660E+00   1.913927E+01   2.041845E+01   2.109382E+01  -7.155307E+00
    15.000       3.690323E+01  -9.291629E+00  -8.408698E+00   1.770033E+01   2.795878E+01   2.028870E+01  -6.490083E+00
    16.500       2.604148E+01  -1.913631E+00   7.285263E-01   1.185104E+00   2.393059E+01   1.006988E+01   1.159654E+00
    18.000       3.623261E+01  -1.007944E+01  -3.213435E-01   1.040078E+01   3.097833E+01   1.777683E+01  -1.537576E+01
    19.500       3.007074E+01  -2.185598E+01   6.088003E+00   1.576798E+01   2.343220E+01   8.573080E+00  -8.887571E+00
    21.000       2.536141E+01  -1.408554E+01   1.129529E+01   2.790242E+00   1.769014E+01   7.705028E+00  -1.113018E+01
    22.500       2.901036E+01  -2.100600E+01   1.232338E+01   8.682617E+00   1.665208E+01   9.765079E+00  -1.341119E+01
    24.000       2.920297E+01  -1.367862E+01   7.717990E+00   5.960633E+00   2.167514E+01   1.168924E+01  -1.387252E+01
    25.500       3.775356E+01  -1.772833E+01   5.395430E+00   1.233290E+01   3.257250E+01   1.453858E+01  -1.237414E+01
    27.000       5.940951E+01  -3.366303E+01   1.793228E+00   3.186980E+01   4.342002E+01   2.727002E+01  -2.251030E+01
    28.500       7.282211E+01  -3.931032E+01  -8.351366E+00   4.766168E+01   3.833182E+01   2.604766E+01  -3.662561E+01
    30.000       5.042930E+01  -1.954129E+01  -1.487022E+01   3.441152E+01   2.685131E+01   1.625684E+01  -2.669236E+01
    31.500       2.255170E+01  -2.070890E-01  -1.353408E+01   1.374116E+01   1.317633E+01   9.929770E+00  -9.268488E+00
    33.000       2.556254E+01  -1.468991E-01  -1.705892E+01   1.720582E+01   1.541221E+01   6.368293E+00  -1.191246E+01
    34.500       4.107518E+01  -1.150549E+01  -2.014483E+01   3.165032E+01   1.571185E+01   1.070581E+01  -2.357435E+01
    36.000       5.500437E+01  -2.724539E+01  -1.694230E+01   4.418769E+01   1.956132E+01   1.697508E+01  -2.961018E+01
    37.500       4.726436E+01  -2.038702E+01  -1.158602E+01   3.197303E+01   1.719765E+01   2.196138E+01  -2.589438E+01
    39.000       1.645196E+01  -4.178493E+00  -5.810306E+00   9.988799E+00   6.774994E+00   6.022291E+00  -1.070724E+01
    40.500       2.939054E+01  -3.427547E+00  -4.705203E+00   8.132749E+00   6.835417E+00   1.467347E+01  -2.358042E+01
    42.000       4.024407E+01  -1.363290E+01  -6.836849E+00   2.046975E+01   1.572377E+01   1.319238E+01  -2.956408E+01
    43.500       5.769724E+01  -2.072325E+01  -9.749189E+00   3.047244E+01   2.220142E+01   1.985450E+01  -4.144562E+01
    45.000       3.821902E+01  -2.873065E+01  -2.839837E+00   3.157048E+01   4.114475E+00   8.337636E+00  -2.372965E+01
    46.500       4.789504E+01  -3.113981E+01  -2.465165E+00   3.360497E+01   3.709777E+00   1.791685E+01  -3.245425E+01
    48.000       2.213700E+01  -1.939876E+01   8.284232E-01   1.857034E+01  -3.610765E+00   3.813089E-01  -1.133180E+01
    49.500       1.773627E+01  -4.673976E+00   5.399089E+00  -7.251135E-01  -9.848966E+00   5.954320E+00  -1.470552E+01
    51.000       4.182963E+01   1.200228E+00   3.491277E-01  -1.549355E+00  -9.226869E+00   1.510616E+01  -3.813288E+01
    52.500       4.338378E+01  -5.009020E+00  -3.522373E+00   8.531393E+00  -3.812469E+00   1.421954E+01  -4.060570E+01
    54.000       4.621628E+01  -6.547192E+00  -4.840717E+00   1.138791E+01  -8.653676E-01   2.080187E+01  -4.049854E+01
    55.500       4.983758E+01  -8.596069E+00  -6.529366E+00   1.512543E+01  -1.100906E+00   2.378411E+01  -4.249158E+01
    57.000       4.258419E+01  -5.494735E+00  -8.504907E+00   1.399964E+01  -3.366435E+00   1.915453E+01  -3.665434E+01
    58.500       5.654229E+01  -8.828909E+00  -4.450621E+00   1.327953E+01  -1.018758E+01   2.956915E+01  -4.785198E+01
    60.000       6.213146E+01  -1.935356E+01  -1.339781E+00   2.069334E+01  -1.425070E+01   3.116541E+01  -5.326507E+01
    61.500       6.391775E+01  -4.874700E+00  -5.174729E-01   5.392173E+00  -9.395663E+00   3.097525E+01  -5.581406E+01
    63.000       6.312908E+01   1.489988E+00  -8.669082E-01  -6.230796E-01  -7.524284E+00   3.396604E+01  -5.291899E+01
