   0.000     0.0000E+00       0.000000       0.000000       0.000000       0.000000      -0.000000      -0.000000
   1.100     0.2070E+01       0.403971      -0.178222      -0.225749      -0.564371       3.107012      -2.067380
   2.200     0.3252E+01       3.623857      -1.425781      -2.198077      -0.463379       4.277339      -2.607989
   3.300     0.3324E+01       2.524819      -0.677245      -1.847573      -1.318846       3.920894      -3.808020
   4.400     0.3231E+01       1.978270      -0.273275      -1.704995      -2.619870       2.287188      -4.413976
   5.500     0.3494E+01       2.637694      -1.015869      -1.621825      -2.566405       2.786212      -4.604082
   6.600     0.3766E+01       2.665596      -0.650975      -2.014621      -3.484466       5.473476      -1.741629
   7.700     0.4012E+01       3.513020      -0.974986      -2.538034      -2.885135       6.002626       0.089230
   8.800     0.4932E+01       5.761946      -2.511478      -3.250468      -0.347585       7.265445       2.197909
   9.900     0.6610E+01       6.629100      -3.418307      -3.210793       3.343444      10.027013       3.750494
  11.000     0.7010E+01       9.304393      -4.235371      -5.069022       5.135244       9.294957       3.341432
  12.100     0.6965E+01      10.733498      -5.228781      -5.504716       6.245682       8.246456       1.891804
  13.200     0.9290E+01      16.790102      -8.023660      -8.766442       6.357385       6.062614      -3.657569
  14.300     0.9790E+01      17.812717      -7.679312     -10.133406       4.463613       4.369949      -6.507508
  15.400     0.9280E+01      14.454480      -7.926544      -6.527936       0.847506       6.531864      -9.198133
  16.500     0.1155E+02      15.498078      -9.100521      -6.397557       1.792079      10.213000     -12.450714
  17.600     0.1196E+02      15.353164      -9.350966      -6.002197       3.569384       9.574104     -14.452945
  18.700     0.1120E+02      16.295630      -9.379026      -6.916603       1.271979       4.575542     -14.834159
  19.800     0.1280E+02      20.274090     -10.512668      -9.761422       0.040840       4.788651     -14.919485
  20.900     0.1069E+02      16.496616      -8.677189      -7.819427       1.929269       8.126804     -10.196922
  22.000     0.1028E+02      12.152828      -7.164806      -4.988022       5.501632      13.784657      -4.750616
  23.100     0.1145E+02      12.706165      -8.188492      -4.517673       8.435761      15.417218      -3.438631
  24.200     0.1479E+02      16.777725     -10.034494      -6.743230      12.381634      19.406176      -2.903382
  25.300     0.1804E+02      19.618448     -10.691881      -8.926567      16.235336      23.521835      -2.973381
  26.400     0.2218E+02      21.625977     -10.442114     -11.183863      21.081764      29.457047      -3.036399
  27.500     0.2563E+02      29.126450     -12.005558     -17.120892      23.154882      31.908506      -5.483484
  28.600     0.3011E+02      35.298523     -12.905624     -22.392899      27.402273      35.995899      -7.424582
  29.700     0.3287E+02      40.741238     -14.172544     -26.568693      29.628256      36.929581     -10.268388
  30.800     0.3563E+02      45.930088     -15.807238     -30.122850      31.743992      37.631367     -13.695166
  31.900     0.3625E+02      49.492477     -17.961626     -31.530851      31.101093      35.224323     -16.934814
  33.000     0.3492E+02      50.262367     -18.539370     -31.722998      27.677427      31.231091     -19.261396
  34.100     0.3504E+02      49.037968     -17.915640     -31.122328      27.590401      31.983532     -20.809027
  35.200     0.3562E+02      42.804981     -15.413044     -27.391937      32.708485      35.712570     -20.964979
  36.300     0.3699E+02      34.078468     -11.259293     -22.819176      39.694141      40.009052     -21.423443
  37.400     0.3925E+02      37.294331     -11.722767     -25.571564      42.420372      38.032063     -28.777506
  38.500     0.4078E+02      44.386265     -13.582678     -30.803587      39.924473      32.237442     -38.629597
  39.600     0.3886E+02      45.134701     -11.969254     -33.165447      33.014313      21.994703     -45.854149
  40.700     0.3844E+02      43.977001     -10.760559     -33.216442      29.402723      16.212301     -51.508938
  41.800     0.3711E+02      38.773758      -8.365049     -30.408709      28.045942      13.794621     -53.534595
  42.900     0.3658E+02      33.012501      -6.834597     -26.177904      29.473049      13.693682     -54.628933
  44.000     0.3603E+02      28.906342      -5.115419     -23.790922      27.548161      11.368622     -56.318489
  45.100     0.3622E+02      27.010883      -3.627174     -23.383709      24.595928      10.041237     -58.892902
  46.200     0.3679E+02      26.624191      -2.989584     -23.634607      26.166435      13.190607     -59.409821
  47.300     0.3597E+02      25.043030      -2.249445     -22.793585      28.305754      18.415792     -56.608173
  48.400     0.3578E+02      25.321894      -2.316902     -23.004992      32.026318      24.726397     -52.719685
  49.500     0.3703E+02      27.803017      -3.050966     -24.752050      35.568954      31.834560     -48.383263
  50.600     0.4197E+02      36.804829      -5.798006     -31.006823      39.746361      39.106300     -46.065769
  51.700     0.4545E+02      43.519485      -7.234238     -36.285248      42.581596      43.296555     -43.561611
  52.800     0.5181E+02      56.093269     -10.643742     -45.449528      46.749733      49.624954     -41.840645
  53.900     0.5766E+02      64.517738     -11.787598     -52.730141      51.930992      57.617847     -38.795937
  55.000     0.6141E+02      67.539040     -10.192707     -57.346333      56.544857      63.948948     -35.068848
  56.100     0.6640E+02      74.093880      -9.239815     -64.854065      60.604851      69.508835     -34.468559
  57.200     0.7074E+02      81.947830      -9.265610     -72.682220      64.337921      71.758072     -34.848591
  58.300     0.7414E+02      89.153961      -9.378616     -79.775345      67.769371      70.588959     -37.345436
  59.400     0.8136E+02      96.256409      -8.919792     -87.336617      77.695816      76.073669     -39.680897
  60.500     0.8796E+02     102.301147      -7.946724     -94.354424      86.471992      80.629288     -43.411072
  61.600     0.9202E+02     109.834312      -7.910728    -101.923584      90.140144      79.318115     -48.168736
  62.700     0.9491E+02     115.060097      -6.687027    -108.373070      92.057510      77.679947     -52.472988
  63.800     0.9968E+02     119.134651      -5.083107    -114.051544      97.338158      80.276131     -57.623131
  64.900     0.1059E+03     124.166191      -3.484497    -120.681694     103.799019      84.704208     -64.555313
  66.000     0.1096E+03     126.279404      -0.716476    -125.562927     107.555244      86.296425     -70.412788
  67.100     0.1078E+03     122.158401       4.207504    -126.365906     106.322708      80.575455     -73.236229
  68.200     0.1066E+03     117.486443       8.836395    -126.322838     106.559113      76.303574     -75.265938
  69.300     0.1055E+03     114.204796      13.164619    -127.369415     105.229843      72.844177     -77.382622
  70.400     0.1041E+03     111.708534      17.426231    -129.134766     102.158875      67.819084     -80.245422
  71.500     0.1044E+03     111.350838      20.772881    -132.123718     100.768837      65.911819     -83.115120
  72.600     0.1062E+03     113.443367      23.721245    -137.164612      99.780800      66.470619     -86.181320
  73.700     0.1102E+03     118.053406      25.617340    -143.670746     101.438301      69.489883     -90.970688
  74.800     0.1139E+03     121.849625      26.980499    -148.830124     103.385315      74.196609     -94.291077
  75.900     0.1102E+03     116.744621      30.935753    -147.680374      97.577530      70.158348     -93.160835
  77.000     0.1108E+03     116.187744      32.654083    -148.841827      97.157921      73.721764     -92.824341
  78.100     0.1128E+03     116.851891      33.529594    -150.381485      99.108017      80.164238     -92.082214
  79.200     0.1110E+03     114.185417      35.928810    -150.114227      96.242027      80.185257     -89.424522
  80.300     0.1118E+03     117.843491      35.649643    -153.493134      94.256531      82.484955     -88.190002
  81.400     0.1125E+03     121.281357      35.044922    -156.326279      92.276352      83.956573     -86.921631
  82.500     0.1158E+03     125.191841      33.300346    -158.492188      95.785065      91.188354     -85.155869
  83.600     0.1197E+03     130.268158      30.659729    -160.927887      99.505302      98.744957     -84.266266
  84.700     0.1268E+03     139.413544      25.810333    -165.223877     106.681458     109.090393     -85.029037
  85.800     0.1315E+03     147.208755      20.995010    -168.203766     111.366943     114.053360     -86.787155
  86.900     0.1391E+03     157.960159      14.783630    -172.743790     118.973045     122.428955     -89.909256
  88.000     0.1456E+03     166.841354       9.071274    -175.912628     126.117516     129.578613     -92.751419
  89.100     0.1514E+03     174.982880       3.625366    -178.608246     132.843094     135.235306     -95.732811
  90.200     0.1570E+03     183.425919      -2.134399    -181.291519     139.593002     139.211761     -99.303719
  91.300     0.1624E+03     191.485046      -7.946213    -183.538834     146.320984     142.658875    -103.062721
  92.400     0.1674E+03     199.214218     -13.547607    -185.666611     152.456558     145.139984    -107.140465
  93.500     0.1715E+03     205.421188     -18.789291    -186.631897     157.600876     146.796768    -111.784698
  94.600     0.1766E+03     213.265701     -24.036377    -189.229324     162.278915     149.305923    -117.870300
  95.700     0.1824E+03     221.243881     -29.070984    -192.172897     167.396469     153.018936    -124.828583
  96.800     0.1870E+03     228.146896     -33.324829    -194.822067     170.516754     155.588928    -131.377319
  97.900     0.1895E+03     231.168808     -35.585052    -195.583755     172.181427     156.653763    -136.670151
  99.000     0.1912E+03     231.948212     -36.733002    -195.215210     173.960678     157.652496    -140.722687
 100.100     0.1952E+03     235.681183     -38.626236    -197.054947     177.841385     160.561844    -147.047668
 101.200     0.1930E+03     230.894867     -37.113266    -193.781601     176.483795     157.171875    -149.683670
 102.300     0.1949E+03     230.305191     -36.786148    -193.519043     178.932999     158.760895    -154.346970
 103.400     0.1957E+03     227.297546     -35.186432    -192.111115     180.913757     160.550781    -158.067505
 104.500     0.2023E+03     230.638580     -35.822556    -194.816025     188.329483     169.753632    -163.975449
 105.600     0.2022E+03     226.661057     -34.007553    -192.653503     189.371246     171.395523    -165.692368
 106.700     0.2004E+03     220.446503     -31.405518    -189.040985     189.097977     171.921707    -165.515015
 107.800     0.2091E+03     225.348984     -32.220123    -193.128860     199.289566     185.196335    -169.643600
