   1    1   -66.0000   -50.0000   53.21336  160.04885     53.395     1.5272  7.33400e-01 -8.60000e-01  1.26600e-01  1.24170e+00  3.84100e-01 -2.98000e-02   20  284.55   74.75   17.51   74.69  118.64   81.40  171.71  332.76   77.04   29.19   59.43    8.29   -9.71
   1    2   -66.0000   -25.0000   53.03632  159.82215     53.395     2.2507  9.25800e-01 -9.46500e-01  2.07000e-02  1.87720e+00  7.74800e-01 -2.62000e-01   20  264.63   68.28   13.16   77.35  105.94   86.32  161.35  333.44   69.09   32.26   57.50    3.59   -6.02
   1    3   -66.0000     0.0000   52.85928  159.59544     53.395     2.4545  1.68370e+00 -1.58930e+00 -9.44000e-02  1.32840e+00  1.16220e+00 -4.83800e-01   20  268.58   56.52   24.99   68.44  119.59   77.04  156.40  305.11   61.35   22.40   64.25   12.04    8.97
   1    4   -66.0000    25.0000   52.68225  159.36873     53.395     2.4435  1.78590e+00 -1.73860e+00 -4.73000e-02  1.22440e+00  1.05890e+00 -4.96900e-01   20  270.05   58.47   27.44   66.14  118.62   76.03  158.93  303.65   64.21   19.97   66.01   12.75    5.91
   1    5   -66.0000    50.0000   52.50521  159.14203     53.395     1.8785  8.56700e-01 -8.53900e-01 -2.80000e-03  8.14500e-01  1.43800e+00 -3.36600e-01   20  271.10   37.07   20.66   77.51  142.20   73.41  140.63  286.70   40.75   30.58   54.54   16.19   25.11
   1    6   -66.0000    75.0000   52.32817  158.91532     53.395     1.8347  5.54000e-02 -2.26000e-01  1.70600e-01  1.04570e+00  1.49560e+00 -4.60000e-03   20  303.61   35.41    5.91   89.81  178.19   84.09  131.27  299.52   35.43   44.51   44.88    5.91    9.57
   1    7   -66.0000   100.0000   52.15114  158.68861     53.395     1.8502  3.36700e-01 -3.87400e-01  5.07000e-02  1.13810e+00  1.43180e+00  7.75000e-02   20  284.53   40.32    7.12   86.89  154.04   83.59  136.37  303.58   40.67   41.55   47.73    6.40   28.68
   1    8   -66.0000   125.0000   51.97410  158.46190     53.395     1.9547  7.14100e-01 -7.64000e-01  4.99000e-02  1.13410e+00  1.43520e+00 -7.59000e-02   20  279.62   43.63   15.43   81.22  145.01   77.26  144.60  298.90   45.60   35.01   52.14   12.59   30.65
   1    9   -66.0000   150.0000   51.79706  158.23520     53.395     1.9994  2.87600e-01 -4.07100e-01  1.19500e-01  9.29700e-01  1.74230e+00 -6.65000e-02   20  280.76   29.71    7.99   87.39  160.88   82.45  126.89  291.87   30.06   41.92   47.09    7.55   21.43
   1   10   -66.0000   175.0000   51.62003  158.00849     53.395     2.1340  4.05800e-01 -5.77600e-01  1.71800e-01  7.35400e-01  1.98320e+00  3.09000e-02   20  274.47   22.97    7.14   87.72  161.37   83.23  119.45  285.97   23.24   42.34   46.86    6.76   41.64
   1   11   -66.0000   200.0000   51.44299  157.78178     53.395     1.8253  1.46200e-01 -2.89400e-01  1.43200e-01  3.36200e-01  1.79390e+00  5.67000e-02   20  282.18  190.82    0.85   89.98 -178.64  -89.15  101.67  279.97   10.82   45.01   44.97    0.85   29.92
   1   12   -66.0000   225.0000   51.26595  157.55508     53.395     1.5000  3.69000e-02 -1.69300e-01  1.32400e-01  6.04600e-01  1.36600e+00  2.58800e-01   20   72.67  203.16    3.46   87.75  -40.54  -92.63  110.42  295.69  203.26   47.19   42.69    2.63   37.55
   1   13   -66.0000   250.0000   51.08892  157.32837     53.395     1.7491  6.18000e-02 -3.37300e-01  2.75500e-01  1.00750e+00  1.40620e+00  3.92400e-01   20  331.91  218.07    7.16   87.09 -155.99  -83.45  134.92  301.87   37.73   47.52   41.74    6.54   49.58
   1   14   -66.0000   275.0000   50.91188  157.10166     53.395     2.1738 -2.92200e-01 -2.69700e-01  5.61900e-01  1.53220e+00  1.41460e+00  4.34100e-01   20  342.15  228.24   13.29   84.53 -155.51  -77.87  151.35  307.32   47.07   49.07   38.38   12.07   22.18
   1   15   -66.0000   300.0000   50.73484  156.87496     53.395     2.6726 -5.33000e-02 -6.52200e-01  7.05500e-01  1.59000e+00  2.04690e+00  2.96800e-01   20  320.69  220.29   13.55   87.51 -169.32  -76.68  143.83  297.82   39.70   45.90   41.05   13.31   28.48
   1   16   -66.0000   325.0000   50.55781  156.64825     53.395     2.8150 -4.46000e-02 -7.79200e-01  8.23800e-01  1.41840e+00  2.32800e+00  2.22500e-01   20  315.61  214.40   13.81   87.27 -168.47  -76.46  138.22  291.78   33.74   46.09   40.76   13.53   33.67
   1   17   -66.0000   350.0000   50.38077  156.42154     53.395     2.5506 -1.13500e-01 -7.50200e-01  8.63700e-01  1.28200e+00  2.07510e+00  1.40500e-01   20  315.63  214.57   16.15   86.82 -168.49  -74.16  140.67  290.02   33.66   45.93   39.79   15.81   29.59
   1   18   -66.0000   375.0000   50.20373  156.19483     53.395     2.6347 -1.47000e-02 -7.93500e-01  8.08200e-01  1.31520e+00  2.16800e+00  1.19500e-01   20  312.12  214.46   15.52   87.88 -172.05  -74.63  139.84  290.09   33.87   45.03   40.93   15.36   30.73
   1   19   -66.0000   400.0000   50.02670  155.96813     53.395     2.1819  5.91000e-02 -8.24400e-01  7.65300e-01  1.33160e+00  1.54160e+00  1.29200e-01   20  314.44  224.04   21.22   89.85 -179.58  -68.78  153.99  294.19   43.98   41.38   41.09   21.22   20.07
   1   20   -66.0000   425.0000   49.84966  155.74142     53.395     1.9929  3.11000e-02 -7.25600e-01  6.94500e-01  1.10220e+00  1.51490e+00  5.06000e-02   20  311.44  219.42   20.13   89.26 -177.85  -69.89  148.61  290.65   39.15   42.30   40.90   20.11   23.28
