160.04886    53.21336     53.40      74.8     74.7     81.4     1.103    160.04886    53.21336    
160.29172    53.09760     46.60      72.4     78.3     87.5     1.608    160.29172    53.09760    
160.53456    52.98183     39.80      77.9     82.2     95.0     1.700    160.53456    52.98183    
160.77742    52.86607     33.00      267.0    87.0     -102.4   1.616    160.77742    52.86607    
161.02028    52.75031     26.20      266.7    75.0     -106.4   1.804    161.02028    52.75031    
161.26312    52.63455     19.40      254.5    71.4     -113.5   2.103    161.26312    52.63455    
161.50598    52.51879     12.60      263.2    66.4     -112.3   1.887    161.50598    52.51879    
161.74884    52.40303     5.81       264.7    68.5     -110.7   1.857    161.74884    52.40303    
159.82216    53.03632     53.40      68.3     77.4     86.3     1.624    159.82216    53.03632    
160.06500    52.92056     46.60      66.1     77.8     85.3     2.746    160.06500    52.92056    
160.30786    52.80480     39.80      60.0     79.3     80.2     3.065    160.30786    52.80480    
160.55070    52.68904     33.00      62.5     86.8     93.7     3.051    160.55070    52.68904    
160.79356    52.57328     26.20      255.1    78.9     -110.8   2.814    160.79356    52.57328    
161.03642    52.45752     19.40      257.9    70.4     -115.0   3.337    161.03642    52.45752    
161.27927    52.34175     12.60      262.2    69.0     -112.8   3.419    161.27927    52.34175    
161.52213    52.22599     5.81       263.2    67.6     -113.2   3.388    161.52213    52.22599    
159.59544    52.85928     53.40      56.5     68.4     77.0     1.772    159.59544    52.85928    
159.83830    52.74352     46.60      62.1     73.8     83.6     2.833    159.83830    52.74352    
160.08115    52.62776     39.80      62.2     77.9     86.0     3.517    160.08115    52.62776    
160.32401    52.51200     33.00      61.2     89.1     96.2     3.387    160.32401    52.51200    
160.56686    52.39624     26.20      251.1    81.4     -108.3   3.702    160.56686    52.39624    
160.80971    52.28048     19.40      257.2    69.4     -116.7   4.106    160.80971    52.28048    
161.05257    52.16472     12.60      257.9    66.2     -118.7   4.435    161.05257    52.16472    
161.29543    52.04896     5.81       257.3    65.8     -118.9   4.633    161.29543    52.04896    
159.36874    52.68225     53.40      58.5     66.1     76.0     1.763    159.36874    52.68225    
159.61159    52.56649     46.60      60.5     71.0     78.7     2.528    159.61159    52.56649    
159.85445    52.45073     39.80      56.5     80.6     88.0     2.906    159.85445    52.45073    
160.09731    52.33496     33.00      55.7     89.5     100.2    2.859    160.09731    52.33496    
160.34015    52.21920     26.20      253.0    74.8     -115.9   3.555    160.34015    52.21920    
160.58301    52.10344     19.40      256.6    66.6     -118.9   4.522    160.58301    52.10344    
160.82585    51.98768     12.60      256.5    63.8     -120.9   5.138    160.82585    51.98768    
161.06871    51.87192     5.81       254.0    64.5     -121.6   5.536    161.06871    51.87192    
159.14203    52.50521     53.40      37.1     77.5     73.4     1.364    159.14203    52.50521    
159.38489    52.38945     46.60      42.5     79.5     77.8     2.556    159.38489    52.38945    
159.62773    52.27369     39.80      42.7     84.9     85.0     3.298    159.62773    52.27369    
159.87059    52.15793     33.00      224.3    89.8     -93.3    3.420    159.87059    52.15793    
160.11345    52.04217     26.20      241.9    76.6     -113.4   3.880    160.11345    52.04217    
160.35629    51.92641     19.40      250.9    66.8     -120.6   4.755    160.35629    51.92641    
160.59915    51.81065     12.60      253.8    63.4     -122.1   5.314    160.59915    51.81065    
160.84201    51.69489     5.81       251.9    64.8     -121.2   5.727    160.84201    51.69489    
158.91533    52.32817     53.40      35.4     89.8     84.1     1.325    158.91533    52.32817    
159.15817    52.21241     46.60      31.5     85.2     80.9     2.823    159.15817    52.21241    
159.40103    52.09665     39.80      31.1     88.6     86.7     3.509    159.40103    52.09665    
159.64389    51.98089     33.00      218.4    87.4     -94.6    3.750    159.64389    51.98089    
159.88673    51.86513     26.20      233.2    78.7     -110.3   4.044    159.88673    51.86513    
160.12959    51.74937     19.40      244.4    70.8     -118.0   4.692    160.12959    51.74937    
160.37245    51.63361     12.60      246.7    68.8     -119.1   5.357    160.37245    51.63361    
160.61530    51.51785     5.81       244.9    70.0     -118.5   5.786    160.61530    51.51785    
158.68861    52.15114     53.40      40.3     86.9     83.6     1.346    158.68861    52.15114    
158.93147    52.03538     46.60      30.2     88.2     86.7     2.599    158.93147    52.03538    
159.17432    51.91962     39.80      211.5    89.5     -90.8    3.249    159.17432    51.91962    
159.41718    51.80386     33.00      215.7    86.5     -96.0    3.888    159.41718    51.80386    
159.66003    51.68810     26.20      222.3    81.9     -104.1   4.656    159.66003    51.68810    
159.90288    51.57233     19.40      232.3    77.2     -110.6   5.132    159.90288    51.57233    
160.14574    51.45657     12.60      238.1    75.5     -111.6   5.843    160.14574    51.45657    
160.38860    51.34081     5.81       236.7    75.7     -111.9   6.200    160.38860    51.34081    
158.46191    51.97410     53.40      43.6     81.2     77.3     1.424    158.46191    51.97410    
158.70476    51.85834     46.60      35.8     86.7     82.1     2.524    158.70476    51.85834    
158.94762    51.74258     39.80      215.1    89.3     -89.3    3.525    158.94762    51.74258    
159.19048    51.62682     33.00      215.4    86.6     -94.2    4.363    159.19048    51.62682    
159.43332    51.51106     26.20      220.2    83.6     -99.6    5.052    159.43332    51.51106    
159.67618    51.39530     19.40      226.7    80.4     -104.4   5.611    159.67618    51.39530    
159.91904    51.27954     12.60      233.7    77.8     -106.8   6.153    159.91904    51.27954    
160.16188    51.16378     5.81       233.4    77.3     -107.6   6.559    160.16188    51.16378    
158.23520    51.79707     53.40      29.7     87.4     82.4     1.449    158.23520    51.79707    
158.47806    51.68130     46.60      27.1     87.0     82.6     2.753    158.47806    51.68130    
158.72092    51.56554     39.80      206.1    89.4     -89.5    3.609    158.72092    51.56554    
158.96376    51.44978     33.00      211.6    86.9     -94.0    4.444    158.96376    51.44978    
159.20662    51.33402     26.20      216.9    83.8     -99.1    5.166    159.20662    51.33402    
159.44946    51.21826     19.40      223.6    81.0     -102.4   5.588    159.44946    51.21826    
159.69232    51.10250     12.60      228.8    79.0     -104.1   6.073    159.69232    51.10250    
159.93518    50.98674     5.81       228.8    78.5     -104.7   6.478    159.93518    50.98674    
158.00850    51.62003     53.40      23.0     87.7     83.2     1.570    158.00850    51.62003    
158.25134    51.50427     46.60      20.0     87.7     84.8     2.733    158.25134    51.50427    
158.49420    51.38851     39.80      21.7     89.9     87.8     3.611    158.49420    51.38851    
158.73706    51.27275     33.00      205.4    87.7     -91.7    4.420    158.73706    51.27275    
158.97990    51.15699     26.20      212.2    84.7     -96.8    4.974    158.97990    51.15699    
159.22276    51.04123     19.40      218.2    82.5     -99.2    5.579    159.22276    51.04123    
159.46562    50.92546     12.60      221.7    80.5     -101.3   6.003    159.46562    50.92546    
159.70847    50.80970     5.81       222.7    80.2     -101.9   6.240    159.70847    50.80970    
157.78178    51.44299     53.40      190.8    90.0     -89.2    1.330    157.78178    51.44299    
158.02464    51.32723     46.60      189.5    89.5     -91.2    2.617    158.02464    51.32723    
158.26750    51.21147     39.80      195.1    88.6     -90.4    3.633    158.26750    51.21147    
158.51035    51.09571     33.00      202.6    86.9     -91.8    4.440    158.51035    51.09571    
158.75320    50.97995     26.20      208.3    84.9     -94.9    5.139    158.75320    50.97995    
