   1   1.50    0.8174    1.0000    1.0000    1.0000    1.0000    5.5998    4.5773    4.5773    4.5773    4.5773    5.5998    0.0000    0.0000    0.0000    0.0000
   2   3.00    0.8092    1.0000    1.0000    1.0000    1.0000    5.6565    4.5773    4.5773    4.5773    4.5773    5.6565    0.0000    0.0000    0.0000    0.0000
   3   4.50    0.8620    1.0000    1.0000    1.0000    1.0000    5.3100    4.5773    4.5773    4.5773    4.5773    5.3100    0.0000    0.0000    0.0000    0.0000
   4   6.00    0.9184    1.0000    1.0000    1.0000    1.0000    4.9842    4.5773    4.5773    4.5773    4.5773    4.9842    0.0000    0.0000    0.0000    0.0000
   5   7.50    0.3769    1.0000    1.0000    1.0000    1.0000   12.1446    4.5773    4.5773    4.5773    4.5773   12.1446    0.0000    0.0000    0.0000    0.0000
   6   9.00    0.3836    1.0000    1.0000    1.0000    1.0000   11.9331    4.5773    4.5773    4.5773    4.5773   11.9331    0.0000    0.0000    0.0000    0.0000
   7  10.50    0.3343    1.0000    1.0000    1.0000    1.0000   13.6908    4.5773    4.5773    4.5773    4.5773   13.6908    0.0000    0.0000    0.0000    0.0000
   8  12.00    0.3513    1.0000    1.0000    1.0000    1.0000   13.0287    4.5773    4.5773    4.5773    4.5773   13.0287    0.0000    0.0000    0.0000    0.0000
   9  13.50    0.2867    1.0000    1.0000    1.0000    1.0000   15.9632    4.5773    4.5773    4.5773    4.5773   15.9632    0.0000    0.0000    0.0000    0.0000
  10  15.00    0.2335    1.0000    1.0000    1.0000    1.0000   19.6056    4.5773    4.5773    4.5773    4.5773   19.6056    0.0000    0.0000    0.0000    0.0000
  11  16.50    0.2293    1.0000    1.0000    1.0000    1.0000   19.9595    4.5773    4.5773    4.5773    4.5773   19.9595    0.0000    0.0000    0.0000    0.0000
  12  18.00    0.2432    1.0000    1.0000    1.0000    1.0000   18.8244    4.5773    4.5773    4.5773    4.5773   18.8244    0.0000    0.0000    0.0000    0.0000
  13  19.50    0.2203    1.0000    1.0000    1.0000    1.0000   20.7813    4.5773    4.5773    4.5773    4.5773   20.7813    0.0000    0.0000    0.0000    0.0000
  14  21.00    0.2183    1.0000    1.0000    1.0000    1.0000   20.9726    4.5773    4.5773    4.5773    4.5773   20.9726    0.0000    0.0000    0.0000    0.0000
  15  22.50    0.2000    1.0000    1.0000    1.0000    1.0000   22.8865    4.5773    4.5773    4.5773    4.5773   22.8865    0.0000    0.0000    0.0000    0.0000
  16  24.00    0.2050    1.0000    1.0000    1.0000    1.0000   22.3276    4.5773    4.5773    4.5773    4.5773   22.3276    0.0000    0.0000    0.0000    0.0000
  17  25.50    0.2057    1.0000    1.0000    1.0000    1.0000   22.2472    4.5773    4.5773    4.5773    4.5773   22.2472    0.0000    0.0000    0.0000    0.0000
  18  27.00    0.2183    1.0000    1.0000    1.0000    1.0000   20.9720    4.5773    4.5773    4.5773    4.5773   20.9720    0.0000    0.0000    0.0000    0.0000
  19  28.50    0.2325    1.0000    1.0000    1.0000    1.0000   19.6849    4.5773    4.5773    4.5773    4.5773   19.6849    0.0000    0.0000    0.0000    0.0000
  20  30.00    0.2061    1.0000    1.0000    1.0000    1.0000   22.2116    4.5773    4.5773    4.5773    4.5773   22.2116    0.0000    0.0000    0.0000    0.0000
