   1    1   -66.0000   -50.0000   53.21336  160.04885     53.395     4.0435  1.80939e+00 -1.24296e+00 -5.66428e-01  2.72913e+00  2.39936e+00 -7.62566e-01   20  243.27   49.58   13.29   77.07  103.33   86.88  142.18  315.44   50.28   32.00   57.82    3.04    4.81
   1    2   -66.0000   -25.0000   53.03632  159.82215     53.395     6.2050  3.07733e+00 -2.00458e+00 -1.07275e+00  3.88955e+00  3.81595e+00 -1.24399e+00   20  241.72   46.85   14.67   75.80  104.41   86.27  139.92  311.73   47.77   30.71   59.04    3.61    8.48
   1    3   -66.0000     0.0000   52.85928  159.59544     53.395     5.7694  3.32942e+00 -2.03332e+00 -1.29611e+00  3.35011e+00  2.45510e+00 -2.97736e+00   20  220.74   53.38   22.33   68.16   78.28   94.77  139.72  331.86  231.60   23.02   66.51    4.43  -40.67
   1    4   -66.0000    25.0000   52.68225  159.36873     53.395     6.8984  5.06073e+00 -3.23947e+00 -1.82126e+00  2.86375e+00  1.14113e+00 -4.58167e+00   20  213.19   62.09   34.26   59.19   65.48  105.79  140.71    8.71  233.85   12.84   71.19   13.51  -47.64
   1    5   -66.0000    50.0000   52.50521  159.14203     53.395     6.6697  4.75779e+00 -2.74074e+00 -2.01705e+00  1.04521e+00 -5.90330e-01 -5.56680e+00   20  201.45   71.49   49.80   52.76   52.40  125.84  137.03   43.94  227.89    1.63   62.16   27.78  -65.17
   1    6   -66.0000    75.0000   52.32817  158.91532     53.395     5.6241  3.25773e+00 -2.52509e+00 -7.32642e-01  7.73304e-01 -1.57907e+00 -4.62480e+00   20   85.40  196.36   57.01   61.15  144.88   38.44  320.03   52.68  227.66    2.51   46.57   43.32  -46.16
   1    7   -66.0000   100.0000   52.15114  158.68861     53.395     5.2212  2.83973e+00 -2.18471e+00 -6.55019e-01  1.85966e-01 -2.69745e+00 -3.67859e+00   20   85.07  198.39   47.47   66.66  147.47   47.41  317.61   61.18  218.40   11.41   49.31   38.41  -19.77
   1    8   -66.0000   125.0000   51.97410  158.46190     53.395     4.8752  3.02125e+00 -2.68358e+00 -3.37668e-01 -7.06899e-02 -2.13439e+00 -3.40308e+00   20   86.45  204.99   46.95   62.92  141.46   50.06  322.37   65.12  225.85    9.25   53.57   34.86  -33.57
   1    9   -66.0000   150.0000   51.79706  158.23520     53.395     5.1787  3.15312e+00 -3.75347e+00  6.00350e-01 -8.05278e-01 -2.54876e+00 -2.80619e+00   20   95.21  215.33   42.90   65.00  141.62   53.93  330.59   79.13  232.44   12.66   54.77   32.25  -26.31
   1   10   -66.0000   175.0000   51.62003  158.00849     53.395     4.5675  3.29225e+00 -3.59801e+00  3.05764e-01 -3.84769e-01 -2.12049e+00 -2.07982e+00   20   93.04  220.94   43.40   59.84  133.02   57.16  333.79   80.17  238.90    9.12   60.34   27.96  -10.48
   1   11   -66.0000   200.0000   51.44299  157.78178     53.395     4.7869  4.35204e+00 -2.99637e+00 -1.35567e+00 -2.00466e-01 -1.47589e+00 -2.41583e+00   20   68.06  220.88   40.31   52.96  111.38   72.81  323.02   77.88  231.44    6.50   74.83   13.64   -4.63
   1   12   -66.0000   225.0000   51.26595  157.55508     53.395     7.3087  7.28277e+00 -3.36293e+00 -3.91984e+00 -4.20766e-01 -9.37456e-01 -3.54156e+00   20   45.26  220.23   41.22   48.89   93.78   86.69  312.58   99.46  222.41    3.84   85.42    2.49    2.80
   1   13   -66.0000   250.0000   51.08892  157.32837     53.395     7.5805  7.65268e+00 -2.85701e+00 -4.79567e+00 -8.84192e-02 -2.51026e-01 -3.54690e+00   20   37.96  216.75   44.05   45.96   90.87   89.16  307.35   95.18  217.34    0.96   88.87    0.60    3.92
   1   14   -66.0000   275.0000   50.91188  157.10166     53.395     6.2346  6.38835e+00 -2.05195e+00 -4.33641e+00 -1.55924e-01 -5.08260e-02 -2.65018e+00   20   32.47  214.22   44.42   45.60   88.75   91.22  303.35  179.41   33.36    0.59   88.95    0.87    9.70
   1   15   -66.0000   300.0000   50.73484  156.87496     53.395     5.2128  4.90944e+00 -9.30982e-01 -3.97846e+00 -6.30160e-01 -1.19326e+00 -2.23648e+00   20   27.87  207.86   37.50   52.50   90.01   89.99  297.87  117.81  207.86    7.50   82.50    0.01   -9.42
   1   16   -66.0000   325.0000   50.55781  156.64825     53.395     4.3820  2.74685e+00 -2.99660e-02 -2.71689e+00 -2.01225e+00 -2.13176e+00 -1.89465e+00   20    9.59  220.32   26.43   66.86   61.98  103.14  300.41  153.27   35.08   20.81   65.65   12.07  -32.49
   1   17   -66.0000   350.0000   50.38077  156.42154     53.395     3.4449  1.93436e+00  1.25899e-01 -2.06026e+00 -1.67304e+00 -1.32942e+00 -2.01987e+00   20    2.16  231.22   32.34   67.46   45.76  113.84  303.62  176.41   41.61   19.05   60.27   21.92  -51.56
   1   18   -66.0000   375.0000   50.20373  156.19483     53.395     3.8751  2.46933e+00 -5.07240e-01 -1.96209e+00 -1.76871e+00 -1.04298e+00 -2.58865e+00   20   11.90  236.21   34.65   63.68   51.23  113.40  309.26  185.27   45.35   15.56   63.53   20.86  -51.84
   1   19   -66.0000   400.0000   50.02670  155.96813     53.395     2.9026  1.44376e+00 -3.07422e-01 -1.13634e+00 -1.67353e+00 -4.95841e-01 -1.98526e+00   20    3.56  248.88   40.02   70.68   30.97  125.76  313.14  199.76   55.48   17.91   50.85   33.46  -38.98
